3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.616000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.648000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.680000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.712000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.744000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.776000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.808000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.840000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.872000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.904000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.936000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,1.968000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.000000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.032000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.064000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.096000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.128000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.160000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.192000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.224000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.256000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.288000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.320000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.352000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.384000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.416000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.448000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.480000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.512000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.544000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.576000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.608000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.640000
3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,3.395090,-14.420200,2.672000
